Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
25817087,"Constitution (Legacy Fleet Trilogy, #1)",Nick Webb,"Webb, Nick",,"=""""","=""""",0,4.00,Amazon Digital Services,Kindle Edition,323,2015,2015,,2025/04/08,currently-reading,currently-reading (#179),currently-reading,,,,1,0
59344991,The Saint of Bright Doors,Vajra Chandrasekera,"Chandrasekera, Vajra",,"=""1250847397""","=""9781250847393""",3,3.69,Tordotcom,Kindle Edition,368,2023,2023,2025/04/08,2025/02/23,,,read,,,,1,0
40743697,Meditations: Thoughts to Myself,Nik Marcel,"Marcel, Nik","Jules Barthélemy-Saint-Hilaire, Marcus Aurelius","=""""","=""""",5,4.28,2Language Books,Kindle Edition,0,2018,180,2025/03/27,2018/10/01,,,read,,,,1,0
228578720,"Careless People: A Cautionary Tale of Power, Greed, and Lost Idealism",Sarah Wynn-Williams,"Wynn-Williams, Sarah",,"=""1250391245""","=""9781250391247""",5,4.36,Flatiron Books,Kindle Edition,385,2025,2025,2025/03/27,2025/03/27,,,read,,,,1,0
213618136,"The Technological Republic: Hard Power, Soft Belief, and the Future of the West",Alexander C. Karp,"Karp, Alexander C.",Nicholas W. Zamiska,"=""0593798694""","=""9780593798690""",0,3.79,Crown Currency,Hardcover,320,2025,,,2025/03/24,currently-reading,currently-reading (#178),currently-reading,,,,1,0
38840,Boyd: The Fighter Pilot Who Changed the Art of War,Robert Coram,"Coram, Robert",,"=""0316796883""","=""9780316796880""",0,4.18,Back Bay Books,Paperback,504,2004,,,2025/02/26,currently-reading,currently-reading (#177),currently-reading,,,,1,0
52066765,"The Burning God (The Poppy War, #3)",R.F. Kuang,"Kuang, R.F.",,"=""0062662651""","=""9780062662651""",5,4.30,Harper Voyager,Kindle Edition,656,2020,2020,2025/02/23,2025/01/26,,,read,,,,1,0
55539565,Think Again: The Power of Knowing What You Don't Know,Adam M. Grant,"Grant, Adam M.",,"=""1984878107""","=""9781984878106""",0,4.13,Viking Books,Hardcover,307,2021,2021,,2025/02/05,to-read,to-read (#184),to-read,,,,0,0
31920777,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,"Bilton, Nick",,"=""1591848148""","=""9781591848141""",0,4.41,Portfolio,Hardcover,328,2017,2017,,2025/02/05,to-read,to-read (#183),to-read,,,,0,0
3888,The America's Test Kitchen Family Cookbook,America's Test Kitchen,"Kitchen, America's Test","Carl Tremblay, Daniel J. Van Ackere","=""193361501X""","=""9781933615011""",0,4.17,America's Test Kitchen,Spiral-bound,726,2006,2005,,2025/02/05,to-read,to-read (#182),to-read,,,,0,0
125162502,"Scorpio (Frontlines: Evolution, #1)",Marko Kloos,"Kloos, Marko",,"=""1542035503""","=""9781542035507""",0,4.12,47North,Kindle Edition,283,2024,2024,,2025/02/05,to-read,to-read (#181),to-read,,,,0,0
213034913,Source Code: My Beginnings,Bill  Gates,"Gates, Bill",,"=""059380158X""","=""9780593801581""",0,4.21,Knopf,Hardcover,336,2025,2025,,2025/02/04,currently-reading,currently-reading (#176),currently-reading,,,,1,0
196835027,Brave New Words: How AI Will Revolutionize Education (and Why That's a Good Thing),Salman Khan,"Khan, Salman",,"=""0593656962""","=""9780593656969""",0,3.67,Viking,Kindle Edition,271,2024,,,2025/02/03,currently-reading,currently-reading (#175),currently-reading,,,,1,0
42800305,"The Dragon Republic (The Poppy War, #2)",R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",5,4.37,Harper Voyager,Kindle Edition,675,2019,2019,2025/01/26,2025/01/07,,,read,,,,1,0
6596,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,"Ruiz, Miguel",Janet Mills,"=""1878424505""","=""9781878424501""",0,4.19,Amber-Allen Publishing,Hardcover,152,2001,1997,2025/01/25,2025/01/23,,,read,,,,1,0
1469401,A Complaint Free World: How to Stop Complaining and Start Enjoying the Life You Always Wanted,Will Bowen,"Bowen, Will",,"=""0385524587""","=""9780385524582""",0,3.90,Harmony,Hardcover,192,2007,2007,,2025/01/25,to-read,to-read (#180),to-read,,,,0,0
41880602,Fleishman Is in Trouble,Taffy Brodesser-Akner,"Brodesser-Akner, Taffy",,"=""0525510877""","=""9780525510871""",4,3.65,Random House,Hardcover,373,2019,2019,2025/01/25,2025/01/22,,,read,,,,1,0
94318,Awareness: The Perils and Opportunities of Reality,Anthony de Mello,"Mello, Anthony de",J. Francis Stroud,"=""0385249373""","=""9780385249379""",5,4.29,Image,Paperback,184,1992,1990,2025/01/23,2024/10/21,,,read,,,,1,0
60838163,"Money and Love: A Comprehensive Guide to Life's Biggest Decisions, Balancing Rationality and Emotion, and Navigating the Interdependence of Personal and Financial Choices",Myra Strober,"Strober, Myra",Abby Davisson,"=""0063117517""","=""9780063117518""",0,3.89,HarperOne,Hardcover,320,2023,,,2025/01/09,currently-reading,currently-reading (#174),currently-reading,,,,1,0
11737360,The Behavior Gap: Simple Ways to Stop Doing Dumb Things with Money,Carl  Richards,"Richards, Carl",,"=""1591844649""","=""9781591844648""",0,3.77,Portfolio/Penguin,Hardcover,178,2012,2012,,2025/01/09,currently-reading,currently-reading (#173),currently-reading,,,,1,0
63063173,Scaling People: Tactics for Management and Company Building,Claire Hughes Johnson,"Johnson, Claire Hughes",,"=""1953953212""","=""9781953953216""",0,4.26,Stripe Press,Hardcover,480,2023,,2025/01/09,2024/12/06,,,read,,,,1,0
55225045,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",5,4.17,Harper Voyager,Kindle Edition,545,2018,2018,2025/01/07,2024/07/26,,,read,,,,1,0
306235,The Professional Chef,Culinary Institute of America,"America, Culinary Institute of",,"=""0471382574""","=""9780471382577""",0,4.28,John Wiley & Sons Inc,Hardcover,1036,2001,1974,,2024/12/30,to-read,to-read (#179),to-read,,,,1,0
219876684,The Answer Is No,Fredrik Backman,"Backman, Fredrik",Elizabeth DeNoma,"=""1662526520""","=""9781662526527""",3,3.94,Amazon Original Stories ,Kindle Edition,68,2024,2024,2024/12/24,2024/12/24,,,read,,,,1,0
52163195,"Polostan (Bomb Light, #1)",Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",3,3.88,William Morrow,Kindle Edition,368,2024,2024,2024/12/24,2024/06/21,,,read,,,,1,0
12929256,Michelin Red Guide San Francisco 2012 (Michelin Guide/Michelin),Guides Touristiques Michelin,"Michelin, Guides Touristiques",,"=""2067165291""","=""9782067165298""",4,4.26,Michelin Travel & Lifestyle,Paperback,496,2011,2006,,2014/09/19,,,read,,,,1,0
58484901,How to Be Perfect: The Correct Answer to Every Moral Question,Michael Schur,"Schur, Michael",,"=""1982159316""","=""9781982159313""",0,4.14,Simon & Schuster,Hardcover,304,2022,2022,,2024/12/05,to-read,to-read (#178),to-read,,,,0,0
123314421,Orbital,Samantha Harvey,"Harvey, Samantha",,"=""0802161553""","=""9780802161550""",4,3.60,Atlantic Monthly Press,Kindle Edition,212,2023,2023,2024/11/25,2024/11/13,,,read,,,,1,0
58009109,The Power Law: Venture Capital and the Making of the New Future,Sebastian Mallaby,"Mallaby, Sebastian",,"=""052555999X""","=""9780525559993""",5,4.43,Penguin Press,Hardcover,496,2022,2022,2022/01/01,2022/02/03,,,read,,,,2,0
157191566,The Big Stick: Collected and Applied Wisdom from the Teachings of Dr. Robert Glover,Robert A. Glover,"Glover, Robert A.",Tony Endelman,"=""""","=""""",0,4.19,,Kindle Edition,505,2023,,,2024/11/04,currently-reading,currently-reading (#172),currently-reading,,,,1,0
62047984,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""000853277X""","=""9780008532772""",0,3.74,William Morrow,Hardcover,319,2023,2023,,2024/10/21,to-read,to-read (#177),to-read,,,,0,0
57933306,Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again,Johann Hari,"Hari, Johann",,"=""0593138511""","=""9780593138519""",5,4.23,Crown,Hardcover,357,2022,2022,2024/10/21,2024/09/27,,,read,,,,1,0
13278458,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemoğlu,"Acemoğlu, Daron",James A. Robinson,"=""""","=""""",0,4.09,Currency,ebook,544,2012,2012,,2024/10/14,currently-reading,currently-reading (#171),currently-reading,,,,1,0
9938211,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",Timothy Ferriss,"Ferriss, Timothy",,"=""""","=""""",0,3.72,Crown Archetype,Kindle Edition,683,2010,2000,,2024/10/09,currently-reading,currently-reading (#170),currently-reading,,,,1,0
215760525,Livesuit (The Captive’s War #1.5),James S.A. Corey,"Corey, James S.A.",,"=""0316575348""","=""9780316575348""",3,4.33,Orbit,Kindle Edition,90,2024,2024,2024/10/09,2024/10/03,,,read,,,,1,0
179550498,James,Percival Everett,"Everett, Percival",,"=""0385550375""","=""9780385550376""",5,4.49,Doubleday,Kindle Edition,304,2024,2024,2024/10/02,2024/10/02,,,read,,,,1,0
35957157,Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,"Duke, Annie",,"=""0735216355""","=""9780735216358""",4,3.82,Portfolio,Hardcover,288,2018,2018,2024/09/27,2024/09/27,,,read,,,,1,0
36137570,Letters to My Palestinian Neighbor,Yossi Klein Halevi,"Halevi, Yossi Klein",,"=""0062844938""","=""9780062844934""",0,4.12,Harper,Kindle Edition,229,2018,2019,,2019/10/21,to-read,to-read (#138),to-read,,,,0,0
199851460,Alien Clay,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""0316578983""","=""9780316578981""",0,4.03,Orbit,Kindle Edition,416,2024,2024,,2024/09/16,currently-reading,currently-reading (#169),currently-reading,,,,1,0
60784260,Some Desperate Glory,Emily  Tesh,"Tesh, Emily",,"=""1250834996""","=""9781250834997""",5,4.06,Tor Books,Kindle Edition,440,2023,2023,2024/09/16,2024/08/14,,,read,,,,1,0
31449001,Crooked: Outwitting the Back Pain Industry and Getting on the Road to Recovery,Cathryn Jakobson Ramin,"Ramin, Cathryn Jakobson",,"=""0062641808""","=""9780062641809""",0,4.16,Harper,Kindle Edition,437,2017,2017,,2017/09/23,currently-reading,currently-reading (#69),currently-reading,,,,1,0
40796147,How To Raise Successful People: Simple Lessons for Radical Results,Esther Wojcicki,"Wojcicki, Esther",Естер Войчицькі,"=""1328974863""","=""9781328974860""",0,3.92,Mariner Books,Hardcover,336,2019,2019,,2024/09/06,currently-reading,currently-reading (#168),currently-reading,,,,1,0
169029221,Data Science for Web3: A comprehensive guide to decoding blockchain data with data analysis basics and machine learning cases,Gabriela Castillo Areco,"Areco, Gabriela Castillo",,"=""1837635587""","=""9781837635580""",0,0.0,Packt Publishing,Kindle Edition,555,2023,,,2024/08/11,to-read,to-read (#176),to-read,,,,0,0
32275400,"Lehakir Et Hamas (Getting to Know Hamas, Hebrew Edition)",Shlomi Eldar,"Eldar, Shlomi",,"=""""","=""""",0,4.00,,Paperback,419,2012,,,2024/08/11,to-read,to-read (#175),to-read,,,,0,0
54858325,She Drives Me Crazy,Kelly Quindlen,"Quindlen, Kelly",,"=""""","=""""",0,3.94,Roaring Brook Press,Kindle Edition,298,2021,2021,,2024/08/08,currently-reading,currently-reading (#167),currently-reading,,,,1,0
19560697,Inside Straight (Wild Cards #18),George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",0,3.76,Tor Books,Kindle Edition,436,2008,,,2014/12/08,to-read,to-read (#56),to-read,,,,0,0
18923280,The Erotic Mind: Unlocking the Inner Sources of Passion and Fulfillment,Jack Morin,"Morin, Jack",,"=""""","=""""",0,4.23,Harper Perennial,Kindle Edition,486,2012,1995,,2024/08/07,currently-reading,currently-reading (#166),currently-reading,,,,1,0
23009795,סוס אחד נכנס לבר,David Grossman,"Grossman, David",דויד גרוסמן,"=""""","=""""",0,3.52,הספריה החדשה,Paperback,198,2014,2014,2020/12/03,2020/12/03,,,read,,,,1,0
179183551,Sneak Peek for Starter Villain,John Scalzi,"Scalzi, John",,"=""1250341787""","=""9781250341785""",0,4.38,Tor Books,Kindle Edition,30,2023,2023,,2023/07/23,currently-reading,currently-reading (#147),currently-reading,,,,1,0
62686560,"ירושה רגשית: סיפורי טיפול על סודות, אהבה וטראומה בין דורית",Galit Atlas,"Atlas, Galit","גלית אטלס, עידית שורר","=""9652011282""","=""9789652011282""",0,4.22,משכל/ידיעות ,Paperback,208,2022,2022,,2024/07/29,currently-reading,currently-reading (#165),currently-reading,,,,1,0
214170884,Cannery Row,John Steinbeck,"Steinbeck, John",,"=""1916700527""","=""9781916700529""",0,4.06,Global Publishers,Kindle Edition,184,2024,1943,,2024/07/25,currently-reading,currently-reading (#164),currently-reading,,,,1,0
59729042,Babel,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",5,4.16,Harper Voyager,Kindle Edition,560,2022,2022,2024/07/25,2024/05/15,,,read,,,,1,0
12048825,The Thomas Sowell Reader,Thomas Sowell,"Sowell, Thomas",,"=""0465022502""","=""9780465022502""",5,4.48,Basic Books,Hardcover,464,2011,2011,2024/07/10,2024/05/31,,,read,,,,1,0
211743584,אושר לאנשים לא מאושרים,רענן שקד,"שקד, רענן",,"=""""","=""""",0,3.88,כנרת זמורה,Paperback,193,2024,2024,2024/06/23,2024/04/24,,,read,,,,1,0
18626824,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,"James, E.L.",,"=""""","=""""",2,3.67,Bloom Books,Kindle Edition,513,2012,2011,2024/06/11,2024/05/21,,,read,,,,1,0
11324722,The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt,"Haidt, Jonathan",Simona Drelciuc,"=""""","=""""",0,4.20,Pantheon,Hardcover,419,2012,2012,,2024/05/23,currently-reading,currently-reading (#163),currently-reading,,,,1,0
171681821,The Anxious Generation: How the Great Rewiring of Childhood Caused an Epidemic of Mental Illness,Jonathan Haidt,"Haidt, Jonathan",,"=""0593655036""","=""9780593655030""",5,4.36,Penguin Press,Hardcover,400,2024,2024,2024/05/16,2024/04/25,,,read,,,,1,0
31176818,"The Shadow of What Was Lost (The Licanius Trilogy, #1)",James  Islington,"Islington, James",,"=""0316552747""","=""9780316552745""",5,4.14,Orbit,Kindle Edition,604,2016,2014,2024/05/15,2024/03/15,,,read,,,,1,0
112160,Lore of Running,Tim Noakes,"Noakes, Tim",,"=""0873229592""","=""9780873229593""",0,4.16,Human Kinetics,Paperback,943,2002,1987,,2024/04/25,currently-reading,currently-reading (#162),currently-reading,,,,1,0
56898098,The Genius of Israel: The Surprising Resilience of a Divided Nation in a Turbulent World,Dan Senor,"Senor, Dan",Saul Singer,"=""1982115769""","=""9781982115760""",0,4.38,Avid Reader Press / Simon & Schuster,Hardcover,336,2023,,2024/04/25,2024/01/11,,,read,,,,1,0
56465356,Transformed: Moving to the Product Operating Model (Silicon Valley Product Group),Marty Cagan,"Cagan, Marty",,"=""1119697336""","=""9781119697336""",5,3.96,Wiley,Hardcover,368,2024,,2024/04/19,2024/04/09,,,read,,,,1,0
129650,Mastering the Art of French Cooking,Julia Child,"Child, Julia","Sidonie Coryn, Louisette Bertholle, Simone Beck","=""0375413405""","=""9780375413407""",0,4.25,Knopf Publishing Group,Hardcover,684,2001,1961,,2024/04/15,to-read,to-read (#174),to-read,,,,0,0
7776209,The Rational Optimist: How Prosperity Evolves,Matt Ridley,"Ridley, Matt",,"=""006145205X""","=""9780061452055""",0,3.97,Harper,Hardcover,448,2010,2010,2024/04/09,2024/04/09,,,read,,,,1,0
27140043,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,"=""110197236X""","=""9781101972366""",0,4.30,Vintage,Kindle Edition,261,2015,1983,,2024/03/31,currently-reading,currently-reading (#161),currently-reading,,,,1,0
54764546,אף אחד לא עוזב את פאלו אלטו,Yaniv Iczkovits,"Iczkovits, Yaniv",יניב איצקוביץ',"=""""","=""""",0,4.07,כתר,Paperback,405,2020,2020,,2024/03/20,currently-reading,currently-reading (#160),currently-reading,,,,1,0
58416952,"The Will of the Many (Hierarchy, #1)",James  Islington,"Islington, James",,"=""1982141190""","=""9781982141196""",5,4.61,Gallery / Saga Press,Kindle Edition,639,2023,2023,2024/03/15,2024/02/19,,,read,,,,1,0
62919748,"The Will of the Many (Hierarchy, #1)",James  Islington,"Islington, James",,"=""1982141174""","=""9781982141172""",0,4.61,Saga Press,Hardcover,630,2023,2023,,2024/03/11,to-read,to-read (#173),to-read,,,,0,0
127284214,The Tusks of Extinction,Ray Nayler,"Nayler, Ray",,"=""1250855535""","=""9781250855534""",0,3.83,Tordotcom,ebook,192,2024,2024,,2024/03/05,currently-reading,currently-reading (#159),currently-reading,,,,1,0
62326571,Starter Villain,John Scalzi,"Scalzi, John",,"=""0765389231""","=""9780765389237""",4,4.13,Tor Books,Kindle Edition,264,2023,2023,2024/02/27,2024/02/27,,,read,,,,1,0
35127018,"Semiosis (Semiosis Duology, #1)",Sue Burke,"Burke, Sue",,"=""""","=""""",5,3.91,Tor Books,Kindle Edition,336,2018,2018,2024/02/15,2024/01/12,,,read,,,,1,0
61718053,Happy Place,Emily Henry,"Henry, Emily",,"=""0593441273""","=""9780593441275""",0,3.96,Berkley,Hardcover,400,2023,2023,,2024/02/01,to-read,to-read (#172),to-read,,,,0,0
58537332,"The Myth of Normal: Trauma, Illness, and Healing in a Toxic Culture",Gabor Maté,"Maté, Gabor",Daniel Maté,"=""0593083881""","=""9780593083888""",0,4.31,Avery,Hardcover,576,2022,2022,,2024/01/31,currently-reading,currently-reading (#158),currently-reading,,,,1,0
125116554,Same as Ever: A Guide to What Never Changes,Morgan Housel,"Housel, Morgan",,"=""""","=""9780593332702""",4,4.17,Portfolio,Hardcover,240,2023,2023,2024/01/31,2024/01/29,,,read,,,,1,0
53642699,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,Brianna Wiest,"Wiest, Brianna",,"=""""","=""""",5,4.07,Thought Catalog Books,Kindle Edition,250,2020,2020,2024/01/25,2024/01/14,,,read,,,,1,0
34946912,The Manual: A Philosopher's Guide to Life,Epictetus,"Epictetus, Epictetus","Ancient Renewal, Sam Torode","=""""","=""""",0,4.37,Ancient Renewal,Kindle Edition,70,2017,1978,2024/01/24,2024/01/24,,,read,,,,1,0
205205475,How to Work with Anyone,Raluca Graebner,"Graebner, Raluca",,"=""""","=""""",0,3.44,,Audible Audio,,,,,2024/01/18,currently-reading,currently-reading (#157),currently-reading,,,,1,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.13,Riverhead Books,Hardcover,339,2019,2019,,2024/01/13,to-read,to-read (#171),to-read,,,,0,0
54018267,"Finlay Donovan Is Killing It (Finlay Donovan, #1)",Elle Cosimano,"Cosimano, Elle",,"=""""","=""""",4,4.00,Minotaur Books,Kindle Edition,368,2021,2021,2024/01/12,2023/12/29,,,read,,,,1,0
49207255,Why We Get Sick: The Hidden Epidemic at the Root of Most Chronic Disease―and How to Fight It,Benjamin Bikman,"Bikman, Benjamin",Jason Fung,"=""1950665178""","=""9781950665174""",4,4.12,BenBella Books,Kindle Edition,280,2020,2020,2024/01/11,2024/01/02,,,read,,,,1,0
11543565,Hannibal,Jacob Abbott,"Abbott, Jacob",,"=""""","=""""",0,3.67,,Kindle Edition,95,,1849,,2014/09/19,to-read,to-read (#48),to-read,,,,0,0
77920694,"The Fund: Ray Dalio, Bridgewater Associates, and the Unraveling of a Wall Street Legend",Rob Copeland,"Copeland, Rob",,"=""1250276934""","=""9781250276933""",3,4.01,St. Martin's Press,Hardcover,352,2023,2023,2024/01/02,2023/11/30,,,read,,,,1,0
41892799,The Spare Man,Mary Robinette Kowal,"Kowal, Mary Robinette",,"=""125082916X""","=""9781250829160""",4,3.73,Tor Books,Kindle Edition,384,2022,2022,2023/12/29,2023/12/29,,,read,,,,1,0
75665850,Clear Thinking: Turning Ordinary Moments into Extraordinary Results,Shane Parrish,"Parrish, Shane",,"=""0593086112""","=""9780593086124""",0,4.18,Portfolio,Kindle Edition,284,2023,2023,,2023/12/19,to-read,to-read (#170),to-read,,,,0,0
173495434,Areté: Activate Your Heroic Potential,Brian             Johnson,"Johnson, Brian",,"=""""","=""9798212414074""",0,4.62,Heroic Blackstone,Hardcover,1068,2023,2023,,2023/12/19,to-read,to-read (#169),to-read,,,,0,0
198043535,כהרף עין: תעלומה שדורשת זמן,Yoav Blum,"Blum, Yoav",יואב בלום,"=""""","=""""",0,4.30,כתר,Paperback,367,2023,2023,,2023/12/11,currently-reading,currently-reading (#156),currently-reading,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",0,4.34,Avery,Kindle Edition,319,2018,2018,,2023/12/06,,,read,,,,1,0
45047384,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",0,4.38,Tor Books,Kindle Edition,394,2020,2020,,2023/12/06,to-read,to-read (#168),to-read,,,,0,0
31125556,Destined for War: Can America and China Escape Thucydides’s Trap?,Graham Allison,"Allison, Graham",,"=""0544935276""","=""9780544935273""",0,4.20,Houghton Mifflin Harcourt,Hardcover,364,2014,2017,,2023/12/01,to-read,to-read (#167),to-read,,,,0,0
59802037,What We Owe the Future,William MacAskill,"MacAskill, William",,"=""1541618629""","=""9781541618626""",0,3.83,Basic Books,Hardcover,335,2022,2022,,2023/12/01,to-read,to-read (#166),to-read,,,,0,0
157095669,Hidden Potential: The Science of Achieving Greater Things,Adam M. Grant,"Grant, Adam M.",,"=""0593653149""","=""9780593653142""",0,4.11,Viking,Hardcover,304,2023,2023,2023/11/30,2023/11/30,,,read,,,,1,0
18936229,The Lessons of History,Will Durant,"Durant, Will",Ariel Durant,"=""""","=""""",0,4.06,Simon & Schuster,Kindle Edition,132,2012,,2023/11/25,2023/11/25,,,read,,,,1,0
56590186,Nettle & Bone,T. Kingfisher,"Kingfisher, T.",,"=""""","=""""",4,4.10,Tor Books,Kindle Edition,259,2022,2022,2023/11/25,2023/11/25,,,read,,,,1,0
62322179,Never Search Alone: The Job Seeker’s Playbook,Phyl Terry,"Terry, Phyl",Marty Cagan,"=""""","=""""",4,4.16,,Kindle Edition,296,2022,,2023/11/24,2023/11/23,,,read,,,,1,0
20628497,"The Law, The State, and Other Political Writings, 1843–1850",Frédéric Bastiat,"Bastiat, Frédéric",,"=""1614876282""","=""9781614876281""",0,4.34,Liberty Fund Inc.,Kindle Edition,656,2012,1849,,2014/09/19,to-read,to-read (#34),to-read,,,,0,0
36075657,The Overstory,Richard Powers,"Powers, Richard",,"=""0393635538""","=""9780393635539""",0,4.12,W. W. Norton & Company,Kindle Edition,513,2018,2018,,2023/11/01,currently-reading,currently-reading (#155),currently-reading,,,,1,0
43599457,The Managerial Revolution: What is Happening in the World,James Burnham,"Burnham, James",,"=""""","=""""",0,3.75,Lume Books A Joffe Books Company,Kindle Edition,306,2019,1941,,2023/10/31,currently-reading,currently-reading (#154),currently-reading,,,,1,0
49676965,Summer Frost,Blake Crouch,"Crouch, Blake",,"=""1542043638""","=""9781542043632""",5,4.09,Amazon Original Stories,Kindle Edition,85,2019,2019,2023/10/31,2023/10/24,,,read,,,,1,0
49680556,Ark,Veronica Roth,"Roth, Veronica",,"=""154209206X""","=""9781542092067""",4,3.59,Amazon Original Stories,Kindle Edition,45,2019,2019,2023/10/24,2023/10/23,,,read,,,,1,0
35697998,The Joy of Leadership: How Positive Psychology Can Maximize Your Impact (and Make You Happier) in a Challenging World,Tal Ben-Shahar,"Ben-Shahar, Tal",Angus Ridgway,"=""""","=""""",3,4.02,Wiley,Kindle Edition,205,2017,,2023/10/23,2023/10/23,,,read,,,,1,0
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,"Diamond, Jared",,"=""0143036556""","=""9780143036555""",4,3.93,Penguin Books Ltd. (London),Paperback,608,2005,2004,2023/10/15,2023/08/10,,,read,,,,1,0
40514364,Children of Time (Children of Time #1),Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""0316452491""","=""""",0,4.30,Orbit,Kindle Edition,609,2018,2015,,2023/10/13,currently-reading,currently-reading (#153),currently-reading,,,,1,0
41444470,The Light Brigade,Kameron Hurley,"Hurley, Kameron",,"=""148144798X""","=""9781481447980""",4,3.89,S&S/Saga Press,Kindle Edition,369,2019,2019,2023/10/13,2023/09/04,,,read,,,,1,0
122765395,Elon Musk,Walter Isaacson,"Isaacson, Walter",,"=""1982181281""","=""9781982181284""",5,4.36,Simon & Schuster,Hardcover,688,2023,2023,2023/10/12,2023/10/12,,,read,,,,1,0
6452731,Justice: What's the Right Thing to Do?,Michael J. Sandel,"Sandel, Michael J.",,"=""0374180652""","=""9780374180652""",0,4.30,"Farrar, Straus and Giroux",Hardcover,308,2009,2007,,2016/07/20,currently-reading,currently-reading (#40),currently-reading,,,,1,0
30138922,Wish,Barbara O'Connor,"O'Connor, Barbara",,"=""0374302758""","=""9780374302757""",0,4.32,"Farrar, Straus and Giroux (BYR)",Kindle Edition,236,2016,2016,,2023/09/04,currently-reading,currently-reading (#152),currently-reading,,,,1,0
33830632,"Decision at Doona (Doona, #1)",Anne McCaffrey,"McCaffrey, Anne",,"=""0425287106""","=""9780425287101""",0,3.80,Del Rey,Kindle Edition,246,2017,1969,,2023/08/27,currently-reading,currently-reading (#151),currently-reading,,,,1,0
63226252,"He Who Drowned the World (The Radiant Emperor, #2)",Shelley Parker-Chan,"Parker-Chan, Shelley",,"=""""","=""""",0,4.22,Tor Books,Kindle Edition,400,2023,2023,,2023/08/24,currently-reading,currently-reading (#150),currently-reading,,,,1,0
13235689,How Music Works,David   Byrne,"Byrne, David",,"=""1936365537""","=""9781936365531""",0,4.01,McSweeney's,Hardcover,345,2012,2014,,2023/08/24,to-read,to-read (#165),to-read,,,,0,0
34684622,Leonardo da Vinci,Walter Isaacson,"Isaacson, Walter",,"=""1501139150""","=""9781501139154""",0,4.20,Simon & Schuster,Hardcover,600,2017,2017,2023/08/10,2023/06/26,,,read,,,,1,0
38217646,Farsighted: How We Make the Decisions That Matter the Most,Steven Johnson,"Johnson, Steven",,"=""0525534709""","=""9780525534709""",0,3.56,Riverhead Books,Kindle Edition,257,2018,2018,,2018/09/11,currently-reading,currently-reading (#90),currently-reading,,,,1,0
8291176,"A Deepness in the Sky (Zones of Thought, #2)",Vernor Vinge,"Vinge, Vernor",,"=""""","=""""",4,4.32,Tor Books,Kindle Edition,555,2007,1999,,2014/09/19,,,read,,,,1,0
61336194,Siddhartha: Hermann Hesse,Hermann Hesse,"Hesse, Hermann","Gunther Olesch, Anke Dreher, Amy Coulter, Stefan Langer, Semyon Chaichenets","=""""","=""""",0,4.08,,Kindle Edition,112,2022,1922,,2023/07/27,currently-reading,currently-reading (#149),currently-reading,,,,1,0
19424699,"A World without Princes (The School for Good and Evil, #2)",Soman Chainani,"Chainani, Soman",Iacopo Bruno,"=""0062104942""","=""9780062104946""",0,3.95,HarperCollins,Kindle Edition,453,2014,2014,,2023/07/24,currently-reading,currently-reading (#148),currently-reading,,,,1,0
151909273,"Void (The Far Reaches, #2)",Veronica Roth,"Roth, Veronica",,"=""1662516223""","=""9781662516221""",4,3.85,Amazon Original Stories,Kindle Edition,50,2023,2023,2023/07/23,2023/07/11,,,read,,,,1,0
